project	sample	nasvs	nreads	latitude	longitude	environment	subcategory	subcategory_old
EcoServ	EcoServ_ES100	1130	17516	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES100-2	1138	16154	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES101	1811	36017	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES102	1939	34607	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES103	1735	51010	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES104	1195	20121	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES105	758	14936	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES106	593	11743	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES107	639	15045	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES11	295	6205	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES112	537	20529	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES113	617	34287	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES114	964	99325	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES115	1942	149164	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES116	641	18133	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES118	428	9965	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES120	612	14707	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES121	342	16206	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES122	700	16824	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES123	669	5022	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES125	522	16165	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES127	494	12922	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES128	734	23844	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES129	407	7784	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES13	811	32115	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES131	602	14600	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES133	466	18983	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES134	770	19563	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES135	555	22154	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES136	690	19846	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES137	620	15791	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES138	690	19744	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES139	818	24264	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES14	849	40595	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES140	891	17069	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES142	952	26211	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES143	545	16902	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES144	886	17779	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES145	255	11462	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES147	625	18011	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES149	758	16401	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES15	736	28223	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES151	972	40603	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES152	625	27544	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES153	1160	47142	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES154	1450	29782	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES155	1351	47218	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES156	1589	42128	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES159	541	4235	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES161	2102	65280	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES162	2088	57729	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES163	1722	24657	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES166	2150	35531	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES169	681	5218	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES17	762	14806	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES170	1890	59223	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES171	1477	20455	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES172	1328	30626	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES173	1606	41566	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES174	1800	47458	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES176	1559	25948	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES178	617	29096	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES18	771	53734	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES180	874	46747	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES182	1135	70169	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES183	1307	86195	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES184	1555	86243	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES185	1117	119037	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES186	613	17278	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES187	1387	27034	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES188	1782	73389	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES19	883	41623	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES2	974	75994	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES20	1022	33307	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES204	781	11454	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES207	1355	42584	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES208	726	96472	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES21	632	38296	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES214	873	37359	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES215	760	52831	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES216	727	37499	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES217	807	18262	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES219	1488	72689	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES220	1452	48722	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES225	999	62233	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES226	1006	44137	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES227	611	24165	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES228	1422	76120	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES229	1060	66995	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES23	1625	40481	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES230	966	46281	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES232	976	38700	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES233	1214	69773	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES234	1055	63652	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES236	488	10701	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES237	1056	91574	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES24	580	3282	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES241	963	39281	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES25	2202	49409	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES26	1824	46448	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES28	949	32979	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES29	810	24102	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES30	839	54380	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES31	915	39223	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES32	1200	54462	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES34	1518	45246	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES35	492	16500	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES37	968	31995	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES38	1939	41368	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES39	2146	33802	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES4	845	30621	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES40	1986	44351	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES41	2203	38601	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES42	1471	37868	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES43	1784	37130	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES44	2182	44707	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES45	2086	49216	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES46	759	11281	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES47	1108	22309	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES48	366	5457	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES49	999	20402	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES52	1096	19185	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES53	2724	42788	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES54	829	32900	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES55	997	35606	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES56	640	22153	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES57	1504	58854	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES58	640	10757	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES59	544	7642	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES6	1409	97681	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES60	1002	31434	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES61	873	30127	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES63	610	28008	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES64	559	36835	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES65-2	980	18587	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES66	768	33058	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES67	918	41053	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES69	627	24337	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES70	1594	32317	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES71	1481	32717	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES73	1318	26480	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES74	1681	35578	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES75	1287	23811	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES76	1570	31611	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES77	2074	32423	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES79	1042	18072	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES8	1025	32123	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES8-2	678	15205	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES80	878	45006	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES81	847	33803	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES83	1250	36897	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES84	622	45502	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES85	696	31427	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES86	944	17488	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES87	1456	35126	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES88	1392	37501	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES89	1006	35679	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES9	1437	68130	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES90	787	35074	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES92	942	20734	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES93	1200	39416	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES94	1117	35579	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES95	1596	28278	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES98	1106	19027	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_ES99	1576	34633	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L10	1214	39845	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L100	454	34324	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L102	1486	64349	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L103	1863	44298	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L105	1279	29181	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L106	2436	43349	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L107	2935	82394	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L108	2346	79776	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L109	1763	62282	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L11	943	27251	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L110	1917	88378	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L111	2128	60048	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L112	1928	63854	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L113	790	16352	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L114	1681	77893	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L115	1292	39176	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L116	974	42866	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L117	1145	33108	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L118	1614	70540	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L119	1218	41340	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L123	1082	25697	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L124	1152	28621	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L125	875	19288	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L127	1701	36249	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L128	1071	29107	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L129	168	2377	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L130	1751	39839	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L131	1276	29965	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L132	1484	34578	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L14	1017	33561	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L145	2249	20384	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L146	2025	31010	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L147	2024	28400	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L148	2186	22882	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L149	2790	40807	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L15	946	23626	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L150	2012	24704	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L153	1111	35309	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L154	1109	36358	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L155	1508	52642	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L156	1066	36208	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L157	1109	36512	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L158	993	38941	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L159	2240	31804	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L16	527	8264	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L160	2079	41652	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L161	2419	42711	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L162	2347	33751	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L163	2246	34993	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L164	1674	42501	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L165	2557	59908	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L166	1791	65703	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L167	1722	61885	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L168	1915	38249	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L169	1351	34981	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L17	988	42515	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L170	2250	47416	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L171	1168	40508	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L172	941	32857	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L173	1565	34447	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L174	1624	35252	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L176	707	20534	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L178	829	36617	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L179	1119	44030	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L180	1072	47188	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L181	1151	36769	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L182	1218	41090	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L183	1698	44187	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L184	822	19981	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L185	884	43146	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L186	1170	33814	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L187	1163	69252	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L188	1108	39159	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L189	1027	35661	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L19	1074	38580	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L190	1032	38831	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L191	1117	31960	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L2	740	33848	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L20	1194	44517	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L200	1422	58527	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L205	1268	49274	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L206	1929	71029	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L208	2332	124264	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L21	944	25098	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L210	1459	71136	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L211	931	45073	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L212	1495	43645	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L215	1283	71448	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L216	1806	112346	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L217	1241	39828	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L218	2099	60254	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L219	1789	92330	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L221	1078	67967	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L222	1527	95692	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L223	2013	89469	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L224	971	33003	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L24	801	43545	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L26	1677	42991	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L27	1021	47290	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L28	1307	44654	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L29	850	40156	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L3	574	18821	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L30	856	41189	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L32	1454	50013	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L33	937	40884	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L36	974	34499	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L37	583	15741	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L39	1067	44248	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L4	567	29449	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L40	1321	48953	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L45	331	33059	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L46	950	48658	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L49	860	30482	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L50	847	28812	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L51	826	29395	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L54	745	29597	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L56	923	36551	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L57	639	30849	59.6508	9.3364	Soil	Temperate soil	soil_temperate
EcoServ	EcoServ_L58	776	37500	59.6508	9.3364	Soil	Temperate soil	soil_temperate
